n02,n02_name,n01,n01_name,Count,number_genes
EFO:0009263,nicotine withdrawal symptom count,NCBIGene:4864,NPC1,1,1
EFO:0007667,lobe attachment,NCBIGene:1593,CYP27A1,1,1
EFO:0009930,Calcium channel blocker use measurement,NCBIGene:7422,VEGFA,1,1
EFO:0007659,APOE carrier status,NCBIGene:1717,DHCR7,1,1
EFO:0007680,gait measurement,NCBIGene:4864,NPC1,1,1
EFO:0005415,serum alpha-1-antitrypsin measurement,NCBIGene:6927,HNF1A,1,1
EFO:0010733,"polyunsaturated fatty acid measurement""@e",NCBIGene:6927,HNF1A,1,1
EFO:0004832,optic disc size measurement,NCBIGene:3956,LGALS1,1,1
EFO:0022175,total lipids in large VLDL,NCBIGene:7422,VEGFA,1,1
EFO:0008083,chemokine (C-X-C motif) ligand 1 measurement,NCBIGene:213,ALB,1,1
EFO:0007845,lip morphology measurement,NCBIGene:4088,SMAD3,1,1
EFO:1001516,ovarian serous carcinoma,NCBIGene:6927,HNF1A,1,1
EFO:0010469,"carnitine measurement""@e",NCBIGene:6927,HNF1A,1,1
EFO:0008000,peak insulin response measurement,NCBIGene:6927,HNF1A,1,1
EFO:0006796,very long-chain saturated fatty acid measurement,NCBIGene:6927,HNF1A,1,1
EFO:0003917,premature birth,NCBIGene:7040,TGFB1,1,1
MONDO:0043424,digestive system infectious disorder,NCBIGene:4864,NPC1,1,1
EFO:0004624,prostate specific antigen measurement,NCBIGene:7422,VEGFA,1,1
MONDO:0015517,common variable immunodeficiency,NCBIGene:4088,SMAD3,1,1
EFO:0022156,total lipids in very small VLDL measurement,NCBIGene:6927,HNF1A,1,1
EFO:0005666,thyroid peroxidase antibody measurement,NCBIGene:183,AGT,1,1
EFO:0020283,complement factor D measurement,NCBIGene:183,AGT,1,1
MONDO:0018076,tuberculosis,NCBIGene:4313,MMP2,1,1
EFO:0021776,"osteopontin measurement""@e",NCBIGene:6696,SPP1,1,1
EFO:0003949,eye color,NCBIGene:213,ALB,1,1
EFO:0007858,eye morphology measurement,NCBIGene:5244,ABCB4,1,1
EFO:0801714,interleukin-1 receptor-like 2 measurement,NCBIGene:6927,HNF1A,1,1
EFO:0803326,S-6-hydroxywarfarin measurement,NCBIGene:4763,NF1,1,1
MONDO:0007886,uterine corpus leiomyoma,NCBIGene:6347,CCL2,1,1
EFO:0021537,"transferrin glycosylation measurement""@e",NCBIGene:6927,HNF1A,1,1
EFO:0004307,glucose tolerance test,NCBIGene:6927,HNF1A,1,1
EFO:0009048,Intrahepatic cholestasis of pregnancy,NCBIGene:5244,ABCB4,1,1
EFO:0007843,nose morphology measurement,NCBIGene:5314,PKHD1,1,1
EFO:0005128,albumin:globulin ratio measurement,NCBIGene:3569,IL6,1,1
EFO:0004575,e-selectin measurement,NCBIGene:6927,HNF1A,1,1
EFO:0009253,Immature Reticulocyte Fraction Measurement,NCBIGene:4864,NPC1,1,1
EFO:0007905,joint hypermobility measurement,NCBIGene:1535,CYBA,1,1
MONDO:0004747,cleft lip,NCBIGene:5314,PKHD1,1,1
EFO:0004279,suntan,NCBIGene:1535,CYBA,1,1
EFO:0022181,free cholesterol in IDL measurement,NCBIGene:6927,HNF1A,1,1
MONDO:0005380,osteonecrosis,NCBIGene:1356,CP,1,1
EFO:0007860,ADHD symptom measurement,NCBIGene:5328,PLAU,1,1
EFO:0008536,anti-centromere-antibody-positive systemic scleroderma,NCBIGene:6772,STAT1,1,1
EFO:0030082,polygenic risk score,NCBIGene:2147,F2,1,1
EFO:0800427,behenoyl dihydrosphingomyelin (d18:0/22:0) measurement,NCBIGene:6927,HNF1A,1,1
MONDO:0005076,periodontitis,NCBIGene:5972,REN,1,1
EFO:0009926,Vasodilators used in cardiac diseases use measurement,NCBIGene:2321,FLT1,1,1
EFO:0005130,thyroxine measurement,NCBIGene:4313,MMP2,1,1
EFO:0005524,large artery stroke,NCBIGene:2321,FLT1,1,1
MONDO:0005364,Graves disease,NCBIGene:6772,STAT1,1,1
MONDO:0018469,pulmonary non-tuberculous mycobacterial infection,NCBIGene:2321,FLT1,1,1
HP:0012735,Cough,NCBIGene:7046,TGFBR1,1,1
EFO:0008415,susceptibility to hepatitis A infection measurement,NCBIGene:1277,COL1A1,1,1
HP:0020110,Bone fracture,NCBIGene:7046,TGFBR1,1,1
EFO:0010151,soluble triggering receptor expressed on myeloid cells 2 measurement,NCBIGene:1356,CP,1,1
EFO:0009658,adverse effect,NCBIGene:5972,REN,1,1
EFO:0005127,cancer biomarker measurement,NCBIGene:213,ALB,1,1
EFO:0007826,aggressive behaviour measurement,NCBIGene:5328,PLAU,1,1
EFO:0004517,arterial stiffness measurement,NCBIGene:1269,CNR2,1,1
EFO:0004742,renal system measurement,NCBIGene:6696,SPP1,1,1
EFO:0009775,threonine measurement,NCBIGene:6772,STAT1,1,1
EFO:0004326,heart rate,NCBIGene:405,ARNT,1,1
EFO:0008463,glucagon measurement,NCBIGene:120227,CYP2R1,1,1
EFO:0003926,neuropsychological test,NCBIGene:2321,FLT1,1,1
EFO:0005937,longitudinal BMI measurement,NCBIGene:1499,CTNNB1,1,1
MONDO:0005530,opiate dependence,NCBIGene:1277,COL1A1,1,1
EFO:0803333,R-6-hydroxywarfarin to R-warfarin ratio measurement,NCBIGene:5972,REN,1,1
EFO:0010295,"corpus callosum anterior volume measurement""@e",NCBIGene:1277,COL1A1,1,1
MONDO:0019082,bullous pemphigoid,NCBIGene:1717,DHCR7,1,1
EFO:0020692,prothrombin measurement,NCBIGene:2147,F2,1,1
EFO:0008337,psychosis predisposition measurement,NCBIGene:5972,REN,1,1
EFO:0007837,anti-citrullinated protein antibody seropositivity,NCBIGene:6772,STAT1,1,1
EFO:0008204,left ventricular diastolic function measurement,NCBIGene:5328,PLAU,1,1
MONDO:0008487,polycystic ovary syndrome,NCBIGene:2147,F2,1,1
EFO:0007902,hepcidin:transferrin saturation ratio,NCBIGene:2321,FLT1,1,1
EFO:0008037,BMI-adjusted fasting blood insulin measurement,NCBIGene:7422,VEGFA,1,1
EFO:0010336,"transverse temporal cortex volume measurement""@e",NCBIGene:3082,HGF,1,1
EFO:0007959,fetal genotype effect measurement,NCBIGene:2321,FLT1,1,1
EFO:0600044,kidney volume,NCBIGene:7422,VEGFA,1,1
EFO:0005194,amyloid-beta measurement,NCBIGene:6772,STAT1,1,1
EFO:0022110,"Sphingomyelin (d18:1/20:1, d18:2/20:0) measurement",NCBIGene:6927,HNF1A,1,1
EFO:0800992,4-hydroxychlorothalonil measurement,NCBIGene:6696,SPP1,1,1
EFO:0010059,cerebral microbleeds,NCBIGene:5244,ABCB4,1,1
HP:0000360,Tinnitus,NCBIGene:5314,PKHD1,1,1
EFO:0008380,perceived unattractiveness to mosquitos measurement,NCBIGene:2247,FGF2,1,1
EFO:0006797,neurofibrillary tangles measurement,NCBIGene:2321,FLT1,1,1
MONDO:0005045,hypertrophic cardiomyopathy,NCBIGene:2147,F2,1,1
EFO:0009087,non-typhoidal Salmonella bacteremia,NCBIGene:6772,STAT1,1,1
EFO:0006944,systolic blood pressure change measurement,NCBIGene:7422,VEGFA,1,1
EFO:0020780,transforming growth factor beta-1 measurement,NCBIGene:7040,TGFB1,1,1
EFO:0007824,hair shape measurement,NCBIGene:1593,CYP27A1,1,1
EFO:0008174,interleukin 17 measurement,NCBIGene:2147,F2,1,1
EFO:0600056,complement factor H-related protein 3 measurement,NCBIGene:5972,REN,1,1
EFO:0005000,leptin measurement,NCBIGene:1269,CNR2,1,1
EFO:0005940,psychotic symptoms,NCBIGene:1269,CNR2,1,1
EFO:0020244,cathepsin L2 measurement,NCBIGene:6927,HNF1A,1,1
MONDO:0008638,varicose disease,NCBIGene:1535,CYBA,1,1
EFO:0006876,seasonality measurement,NCBIGene:120227,CYP2R1,1,1
EFO:0007924,tonsillectomy risk measurement,NCBIGene:3569,IL6,1,1
EFO:0021499,"cerebral white matter volume change measurement""@e",NCBIGene:1278,COL1A2,1,1
EFO:0009367,glucose metabolism measurement,NCBIGene:4088,SMAD3,1,1
EFO:0009458,alcohol use disorder measurement,NCBIGene:4763,NF1,1,1
EFO:0003907,deep vein thrombosis,NCBIGene:2147,F2,1,1
MONDO:0008054,juvenile dermatomyositis,NCBIGene:7046,TGFBR1,1,1
HP:0002140,Ischemic stroke,NCBIGene:2147,F2,1,1
MONDO:0003014,rhinitis,NCBIGene:4088,SMAD3,1,1
EFO:1001870,late-onset Alzheimers disease,NCBIGene:2147,F2,1,1
EFO:0010724,"lifestyle measurement""@e",NCBIGene:4864,NPC1,1,1
EFO:0006831,acute insulin response measurement,NCBIGene:6927,HNF1A,1,1
EFO:0802856,peroxisomal carnitine O-octanoyltransferase measurement,NCBIGene:5244,ABCB4,1,1
MONDO:0000358,orofacial cleft,NCBIGene:4763,NF1,1,1
EFO:0021116,7-alpha-hydroxy-3-oxo-4-cholestenoate 7-Hoca measurement,NCBIGene:1593,CYP27A1,1,1
EFO:0005426,autism spectrum disorder symptom,NCBIGene:1535,CYBA,1,1
EFO:0007841,facial morphology measurement,NCBIGene:5314,PKHD1,1,1
EFO:0005038,hair morphology,NCBIGene:1593,CYP27A1,1,1
EFO:0007583,blood nickel measurement,NCBIGene:1277,COL1A1,1,1
EFO:0800135,guanidinoacetate measurement,NCBIGene:6927,HNF1A,1,1
EFO:0008390,prothrombin time measurement,NCBIGene:2147,F2,1,1
EFO:0006870,alpha wave measurement,NCBIGene:5244,ABCB4,1,1
EFO:0004459,ferritin measurement,NCBIGene:7422,VEGFA,1,1
MONDO:0004867,upper respiratory tract disorder,NCBIGene:4088,SMAD3,1,1
EFO:0008487,lateral ventricle volume measurement,NCBIGene:3956,LGALS1,1,1
EFO:0004725,metabolite measurement,NCBIGene:1593,CYP27A1,1,1
EFO:0009284,chloride measurement,NCBIGene:6927,HNF1A,1,1
EFO:0022187,"monounsaturated fatty acids; 16:1, 18:1 measurement",NCBIGene:1593,CYP27A1,1,1
EFO:0009323,alpha synuclein measurement,NCBIGene:183,AGT,1,1
EFO:0803316,abdominal adipose tissue measurement,NCBIGene:7422,VEGFA,1,1
EFO:0010448,"3-hydroxyphenylacetic acid measurement""@e",NCBIGene:3569,IL6,1,1
EFO:0007681,triglyceride change measurement,NCBIGene:6347,CCL2,1,1
MONDO:0005096,squamous cell carcinoma,NCBIGene:405,ARNT,1,1
EFO:0006319,HIV viral set point measurement,NCBIGene:6696,SPP1,1,1
EFO:1001927,cutaneous squamous cell carcinoma,NCBIGene:405,ARNT,1,1
EFO:0022178,triglycerides in large VLDL measurement,NCBIGene:7422,VEGFA,1,1
EFO:0007117,carotid artery intima media thickness,NCBIGene:2149,F2R,1,1
EFO:0021283,X-12063 measurement,NCBIGene:4763,NF1,1,1
EFO:0006321,antidepressant-induced dizziness,NCBIGene:3956,LGALS1,1,1
EFO:0009700,visual perception measurement,NCBIGene:408,ARRB1,1,1
EFO:0801688,immunoglobulin lambda-like polypeptide 1 measurement,NCBIGene:183,AGT,1,1
EFO:0007967,blood osmolality measurement,NCBIGene:5314,PKHD1,1,1
EFO:0008185,interleukin 5 measurement,NCBIGene:405,ARNT,1,1
EFO:0010926,proteinase-activated receptor 1 measurement,NCBIGene:2149,F2R,1,1
EFO:0010104,health literacy measurement,NCBIGene:3956,LGALS1,1,1
MONDO:0020592,disorder of pharynx,NCBIGene:405,ARNT,1,1
EFO:0007634,major depressive episode,NCBIGene:183,AGT,1,1
EFO:0021604,Hypoxanthine measurement,NCBIGene:5314,PKHD1,1,1
EFO:0008589,esterified cholesterol measurement,NCBIGene:6927,HNF1A,1,1
EFO:0008464,glucose-dependent insulinotropic peptide measurement,NCBIGene:405,ARNT,1,1
EFO:0004762,vascular endothelial growth factor measurement,NCBIGene:7422,VEGFA,1,1
EFO:0022161,total lipids in IDL,NCBIGene:6927,HNF1A,1,1
EFO:0020122,72 kda type IV collagenase measurement,NCBIGene:4313,MMP2,1,1
EFO:0006794,cerebrospinal fluid biomarker measurement,NCBIGene:183,AGT,1,1
EFO:0007627,airway imaging measurement,NCBIGene:1535,CYBA,1,1
MONDO:0008277,stomach polyp,NCBIGene:7422,VEGFA,1,1
EFO:0007817,sleep apnea measurement,NCBIGene:408,ARRB1,1,1
EFO:0005059,acylcarnitine measurement,NCBIGene:6927,HNF1A,1,1
EFO:0009896,anti-thyroglobulin antibody measurement,NCBIGene:183,AGT,1,1
EFO:0006941,grip strength measurement,NCBIGene:4864,NPC1,1,1
MONDO:0005464,rhegmatogenous retinal detachment,NCBIGene:405,ARNT,1,1
MONDO:0005483,chemotherapy-induced alopecia,NCBIGene:5244,ABCB4,1,1
EFO:0004621,vitamin B6 measurement,NCBIGene:4088,SMAD3,1,1
EFO:0006798,neuritic plaque measurement,NCBIGene:6927,HNF1A,1,1
EFO:0008418,susceptibility to rubella infection measurement,NCBIGene:4088,SMAD3,1,1
EFO:0006917,spontaneous preterm birth,NCBIGene:3082,HGF,1,1
EFO:0021172,"1,3,7-trimethylurate measurement",NCBIGene:213,ALB,1,1
EFO:0022155,triglycerides in medium VLDL measurement,NCBIGene:7422,VEGFA,1,1
EFO:0010546,"uridine measurement""@e",NCBIGene:6696,SPP1,1,1
EFO:0022169,phospholipids in large VLDL measurement,NCBIGene:7422,VEGFA,1,1
EFO:0008534,tryptophan measurement,NCBIGene:6696,SPP1,1,1
EFO:0022189,total lipids in large HDL,NCBIGene:7422,VEGFA,1,1
EFO:0020009,"ethylmalonate measurement""@e",NCBIGene:6927,HNF1A,1,1
EFO:0010333,"temporal horn of lateral ventricle volume measurement""@e",NCBIGene:7046,TGFBR1,1,1
EFO:0005112,gestational age,NCBIGene:3082,HGF,1,1
EFO:0022108,"Sphingomyelin (d18:1/18:1, d18:2/18:0) measurement",NCBIGene:6927,HNF1A,1,1
EFO:0010789,monocyte chemotactic protein-2 measurement,NCBIGene:6347,CCL2,1,1
